rank,tickers,ema_fast,ema_slow,width,max_cost,tp,sl,entry,exit,n_trades,win_rate,final_bal,IS_ret_%,OOS_ret_%
36602,NVDA,12,15,3.0,50.0,0.8,0.3,09:45,15:00,78,5.1,64.68,-78.4,
36603,"SPY,QQQ,NVDA",9,30,3.0,30.0,0.7,0.4,09:45,14:30,78,10.3,64.91,-78.4,
36604,"SPY,QQQ,NVDA",9,30,3.0,30.0,0.7,0.4,10:00,14:30,78,12.8,64.76,-78.4,
36605,NVDA,12,30,1.0,20.0,0.7,0.3,09:45,15:00,78,9.0,64.54,-78.5,
36606,NVDA,5,26,2.0,50.0,0.6,0.5,09:45,15:30,78,10.3,64.54,-78.5,
36607,NVDA,5,26,5.0,20.0,0.9,0.4,10:30,15:00,76,7.9,64.41,-78.5,
36608,NVDA,12,20,2.0,50.0,0.9,0.3,09:45,15:00,78,7.7,64.46,-78.5,
36609,NVDA,12,15,2.0,30.0,0.8,0.5,10:00,15:30,78,6.4,64.54,-78.5,
36610,NVDA,5,30,1.0,20.0,0.7,0.4,10:30,15:00,78,12.8,64.41,-78.5,
36611,"SPY,QQQ,NVDA",12,26,2.0,20.0,0.9,0.3,09:45,15:30,78,2.6,64.51,-78.5,
36612,"QQQ,NVDA",5,15,5.0,50.0,0.9,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36613,"QQQ,NVDA",9,30,5.0,20.0,0.7,0.4,09:45,15:00,78,5.1,64.65,-78.5,
36614,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.9,0.3,10:30,15:30,78,3.8,64.61,-78.5,
36615,"QQQ,NVDA",5,26,3.0,30.0,0.9,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36616,"QQQ,NVDA",5,15,5.0,30.0,0.9,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36617,"QQQ,NVDA",9,30,5.0,20.0,0.6,0.4,09:45,15:00,78,5.1,64.65,-78.5,
36618,"QQQ,NVDA",9,20,2.0,20.0,0.7,0.3,09:45,15:00,78,9.0,64.51,-78.5,
36619,"QQQ,NVDA",12,30,5.0,30.0,0.7,0.4,09:45,15:30,78,5.1,64.51,-78.5,
36620,"SPY,QQQ,NVDA",12,20,3.0,20.0,0.7,0.6,10:30,14:30,78,15.4,64.48,-78.5,
36621,"QQQ,NVDA",5,26,3.0,50.0,0.6,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36622,NVDA,9,26,1.0,20.0,0.9,0.6,10:30,15:30,78,11.5,64.61,-78.5,
36623,NVDA,5,30,1.0,20.0,0.7,0.3,10:30,15:30,78,6.4,64.63,-78.5,
36624,NVDA,5,26,5.0,20.0,0.6,0.4,10:30,15:00,76,7.9,64.41,-78.5,
36625,"QQQ,NVDA",5,15,5.0,30.0,0.8,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36626,NVDA,9,15,2.0,50.0,0.6,0.3,10:30,15:30,78,3.8,64.44,-78.5,
36627,NVDA,9,20,2.0,50.0,0.8,0.5,10:00,15:00,78,14.1,64.39,-78.5,
36628,"SPY,QQQ,NVDA",12,20,5.0,30.0,0.7,0.6,09:45,15:00,78,10.3,64.37,-78.5,
36629,"QQQ,NVDA",9,20,3.0,20.0,0.9,0.6,09:45,15:30,78,6.4,64.57,-78.5,
36630,NVDA,12,26,2.0,20.0,0.8,0.3,09:45,15:30,78,2.6,64.48,-78.5,
36631,"QQQ,NVDA",9,20,2.0,20.0,0.6,0.3,09:45,15:00,78,9.0,64.51,-78.5,
36632,"SPY,QQQ,NVDA",12,20,3.0,20.0,0.8,0.6,10:30,14:30,78,15.4,64.48,-78.5,
36633,NVDA,9,26,1.0,20.0,0.7,0.6,10:30,15:30,78,11.5,64.65,-78.5,
36634,NVDA,5,26,1.0,50.0,0.6,0.3,10:30,15:30,78,5.1,64.45,-78.5,
36635,"SPY,QQQ,NVDA",5,15,5.0,20.0,0.7,0.3,10:00,14:30,78,7.7,64.54,-78.5,
36636,"SPY,QQQ,NVDA",12,20,5.0,50.0,0.6,0.4,09:45,14:30,78,7.7,64.64,-78.5,
36637,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.7,0.6,09:45,14:30,78,10.3,64.57,-78.5,
36638,NVDA,5,15,2.0,20.0,0.6,0.5,10:00,15:30,78,7.7,64.36,-78.5,
36639,"QQQ,NVDA",12,26,3.0,50.0,0.7,0.5,09:45,14:30,78,12.8,64.37,-78.5,
36640,NVDA,12,20,2.0,50.0,0.8,0.3,09:45,15:00,78,7.7,64.46,-78.5,
36641,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.8,0.3,10:30,15:30,78,3.8,64.61,-78.5,
36642,"SPY,QQQ,NVDA",5,15,5.0,20.0,0.6,0.3,10:00,14:30,78,7.7,64.54,-78.5,
36643,NVDA,9,20,2.0,50.0,0.9,0.5,10:00,15:00,78,14.1,64.39,-78.5,
36644,"QQQ,NVDA",9,30,1.0,50.0,0.8,0.4,09:45,15:00,78,12.8,64.44,-78.5,
36645,"SPY,QQQ,NVDA",12,30,1.0,30.0,0.8,0.3,09:45,15:00,78,10.3,64.56,-78.5,
36646,"QQQ,NVDA",5,15,5.0,50.0,0.6,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36647,NVDA,5,26,5.0,20.0,0.8,0.4,10:30,15:00,76,7.9,64.41,-78.5,
36648,NVDA,12,30,1.0,20.0,0.9,0.4,10:00,14:30,78,17.9,64.52,-78.5,
36649,NVDA,9,15,2.0,20.0,0.6,0.4,10:00,14:30,78,10.3,64.5,-78.5,
36650,"QQQ,NVDA",12,15,1.0,20.0,0.6,0.4,10:30,15:30,78,10.3,64.37,-78.5,
36651,"QQQ,NVDA",5,15,5.0,50.0,0.7,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36652,"QQQ,NVDA",12,30,3.0,50.0,0.6,0.3,09:45,15:00,78,6.4,64.57,-78.5,
36653,NVDA,9,15,2.0,30.0,0.6,0.3,10:30,15:30,78,3.8,64.44,-78.5,
36654,"QQQ,NVDA",9,20,2.0,20.0,0.8,0.3,09:45,15:00,78,9.0,64.51,-78.5,
36655,NVDA,5,30,1.0,20.0,0.9,0.4,10:30,15:00,78,12.8,64.41,-78.5,
36656,"SPY,QQQ,NVDA",5,15,5.0,20.0,0.8,0.3,10:00,14:30,78,7.7,64.54,-78.5,
36657,"QQQ,NVDA",9,30,5.0,20.0,0.9,0.4,09:45,15:00,78,5.1,64.65,-78.5,
36658,"QQQ,NVDA",9,30,5.0,20.0,0.8,0.4,09:45,15:00,78,5.1,64.65,-78.5,
36659,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.7,0.3,10:30,15:30,78,3.8,64.61,-78.5,
36660,"QQQ,NVDA",9,15,2.0,30.0,0.6,0.5,10:30,15:30,78,9.0,64.6,-78.5,
36661,"SPY,QQQ,NVDA",9,30,1.0,30.0,0.8,0.5,09:45,15:30,78,16.7,64.36,-78.5,
36662,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.6,0.6,09:45,14:30,78,10.3,64.57,-78.5,
36663,"QQQ,NVDA",5,26,3.0,50.0,0.7,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36664,"SPY,QQQ,NVDA",5,15,5.0,20.0,0.9,0.3,10:00,14:30,78,7.7,64.54,-78.5,
36665,NVDA,9,20,2.0,30.0,0.6,0.5,10:00,15:30,78,7.7,64.41,-78.5,
36666,NVDA,5,15,3.0,30.0,0.6,0.5,09:45,15:00,78,9.0,64.46,-78.5,
36667,"QQQ,NVDA",5,15,5.0,50.0,0.8,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36668,NVDA,5,30,1.0,20.0,0.8,0.4,10:30,15:00,78,12.8,64.41,-78.5,
36669,NVDA,5,26,5.0,20.0,0.7,0.4,10:30,15:00,76,7.9,64.41,-78.5,
36670,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.8,0.5,09:45,15:00,78,12.8,64.41,-78.5,
36671,NVDA,9,26,3.0,20.0,0.8,0.5,10:00,14:30,78,14.1,64.57,-78.5,
36672,"SPY,QQQ,NVDA",12,15,2.0,30.0,0.7,0.4,09:45,15:00,78,9.0,64.36,-78.5,
36673,"SPY,QQQ,NVDA",5,15,3.0,20.0,0.7,0.4,09:45,15:00,78,5.1,64.56,-78.5,
36674,"QQQ,NVDA",5,26,3.0,30.0,0.7,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36675,NVDA,5,26,2.0,50.0,0.7,0.6,10:00,15:30,78,10.3,64.43,-78.5,
36676,"QQQ,NVDA",5,26,3.0,50.0,0.9,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36677,"SPY,QQQ,NVDA",12,30,2.0,30.0,0.7,0.6,09:45,15:00,78,11.5,64.46,-78.5,
36678,NVDA,9,26,1.0,20.0,0.8,0.6,10:30,15:30,78,11.5,64.65,-78.5,
36679,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.9,0.4,10:00,14:30,78,10.3,64.51,-78.5,
36680,"QQQ,NVDA",5,26,3.0,30.0,0.8,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36681,NVDA,5,26,1.0,30.0,0.6,0.3,10:30,15:30,78,5.1,64.45,-78.5,
36682,NVDA,9,26,3.0,20.0,0.9,0.5,10:00,14:30,78,14.1,64.57,-78.5,
36683,NVDA,9,26,3.0,20.0,0.7,0.5,10:00,14:30,78,14.1,64.57,-78.5,
36684,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.6,0.3,10:30,15:30,78,3.8,64.61,-78.5,
36685,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.8,0.6,09:45,14:30,78,10.3,64.57,-78.5,
36686,NVDA,12,26,2.0,20.0,0.9,0.3,09:45,15:30,78,2.6,64.48,-78.5,
36687,NVDA,12,26,2.0,20.0,0.7,0.3,09:45,15:30,78,2.6,64.48,-78.5,
36688,"SPY,QQQ,NVDA",12,15,2.0,30.0,0.6,0.4,09:45,15:00,78,9.0,64.36,-78.5,
36689,"QQQ,NVDA",5,15,5.0,30.0,0.6,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36690,"QQQ,NVDA",5,26,3.0,50.0,0.8,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36691,"SPY,QQQ,NVDA",5,20,3.0,20.0,0.6,0.4,09:45,15:00,78,7.7,64.62,-78.5,
36692,NVDA,5,15,3.0,50.0,0.7,0.5,09:45,15:00,78,9.0,64.5,-78.5,
36693,"SPY,QQQ,NVDA",12,20,3.0,20.0,0.9,0.6,10:30,14:30,78,15.4,64.48,-78.5,
36694,NVDA,9,26,1.0,20.0,0.6,0.3,09:45,15:30,78,9.0,64.49,-78.5,
36695,NVDA,9,26,3.0,20.0,0.6,0.5,10:00,14:30,78,14.1,64.57,-78.5,
36696,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.8,0.4,09:45,15:30,78,3.8,64.65,-78.5,
36697,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.9,0.6,09:45,14:30,78,10.3,64.57,-78.5,
36698,"QQQ,NVDA",5,26,3.0,30.0,0.6,0.3,10:30,14:30,78,9.0,64.53,-78.5,
36699,NVDA,12,30,2.0,50.0,0.9,0.3,09:45,15:30,78,5.1,64.65,-78.5,
36700,NVDA,9,15,2.0,30.0,0.9,0.4,09:45,15:30,78,3.8,64.48,-78.5,
36701,NVDA,12,30,1.0,20.0,0.8,0.3,09:45,15:00,78,9.0,64.54,-78.5,
36702,NVDA,9,15,2.0,30.0,0.9,0.4,10:00,15:30,78,3.8,64.48,-78.5,
36703,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.8,0.4,10:00,14:30,78,10.3,64.51,-78.5,
36704,"SPY,QQQ,NVDA",12,26,2.0,30.0,0.6,0.4,10:00,15:00,78,11.5,64.58,-78.5,
36705,"SPY,QQQ,NVDA",12,20,3.0,20.0,0.6,0.6,10:30,14:30,78,15.4,64.48,-78.5,
36706,"QQQ,NVDA",5,15,5.0,30.0,0.7,0.3,10:00,14:30,78,9.0,64.37,-78.5,
36707,"QQQ,NVDA",9,20,2.0,20.0,0.9,0.3,09:45,15:00,78,9.0,64.51,-78.5,
36708,"SPY,QQQ,NVDA",5,26,3.0,50.0,0.9,0.6,09:45,15:00,78,16.7,64.45,-78.5,
36709,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.6,0.5,09:45,14:30,78,9.0,64.26,-78.6,
36710,"QQQ,NVDA",9,15,2.0,50.0,0.8,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36711,NVDA,9,26,1.0,50.0,0.8,0.6,10:30,15:30,78,9.0,64.2,-78.6,
36712,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.6,0.3,09:45,15:00,78,5.1,64.09,-78.6,
36713,NVDA,5,26,2.0,30.0,0.7,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36714,NVDA,5,26,1.0,20.0,0.6,0.3,10:00,15:30,78,5.1,64.27,-78.6,
36715,NVDA,9,26,1.0,50.0,0.7,0.6,10:30,15:30,78,9.0,64.2,-78.6,
36716,NVDA,12,15,2.0,50.0,0.7,0.6,10:00,14:30,78,17.9,64.28,-78.6,
36717,NVDA,5,30,3.0,30.0,0.9,0.5,10:30,15:30,78,6.4,64.34,-78.6,
36718,NVDA,12,30,2.0,50.0,0.9,0.3,10:00,15:30,78,5.1,64.15,-78.6,
36719,"SPY,QQQ,NVDA",9,15,5.0,20.0,0.7,0.6,10:30,14:30,78,12.8,64.33,-78.6,
36720,NVDA,9,20,2.0,30.0,0.7,0.5,10:00,15:00,78,14.1,64.07,-78.6,
36721,NVDA,12,15,2.0,50.0,0.7,0.5,09:45,14:30,78,16.7,64.34,-78.6,
36722,"QQQ,NVDA",9,30,2.0,30.0,0.6,0.6,10:30,15:00,78,19.2,64.13,-78.6,
36723,"QQQ,NVDA",9,15,2.0,50.0,0.6,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36724,NVDA,12,15,2.0,50.0,0.6,0.6,10:00,14:30,78,17.9,64.28,-78.6,
36725,"QQQ,NVDA",12,26,2.0,50.0,0.8,0.5,09:45,15:00,78,14.1,64.07,-78.6,
36726,NVDA,5,30,1.0,30.0,0.7,0.3,10:30,15:30,78,6.4,64.33,-78.6,
36727,NVDA,9,20,1.0,30.0,0.9,0.3,10:00,15:30,78,7.7,64.22,-78.6,
36728,"QQQ,NVDA",9,15,2.0,50.0,0.9,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36729,NVDA,9,26,1.0,50.0,0.9,0.6,10:30,15:30,78,9.0,64.17,-78.6,
36730,NVDA,5,26,2.0,50.0,0.8,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36731,"QQQ,NVDA",9,15,2.0,30.0,0.8,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36732,"SPY,QQQ,NVDA",12,30,5.0,30.0,0.8,0.6,09:45,15:00,78,5.1,64.15,-78.6,
36733,NVDA,12,20,1.0,30.0,0.8,0.5,09:45,14:30,78,16.7,64.35,-78.6,
36734,NVDA,9,26,1.0,30.0,0.9,0.6,10:30,15:30,78,9.0,64.17,-78.6,
36735,"QQQ,NVDA",9,15,2.0,30.0,0.7,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36736,NVDA,12,15,1.0,30.0,0.6,0.6,09:45,15:00,78,17.9,64.1,-78.6,
36737,NVDA,5,30,1.0,20.0,0.6,0.4,10:30,15:00,78,12.8,64.29,-78.6,
36738,"SPY,QQQ,NVDA",9,30,1.0,30.0,0.9,0.3,09:45,15:00,78,11.5,64.32,-78.6,
36739,"SPY,QQQ,NVDA",12,26,5.0,20.0,0.6,0.4,09:45,15:30,78,2.6,64.17,-78.6,
36740,NVDA,5,30,1.0,50.0,0.7,0.3,10:30,15:30,78,6.4,64.33,-78.6,
36741,NVDA,5,30,3.0,50.0,0.9,0.5,10:30,15:30,78,6.4,64.34,-78.6,
36742,"SPY,QQQ,NVDA",9,30,3.0,50.0,0.9,0.6,10:00,15:30,78,9.0,64.24,-78.6,
36743,NVDA,5,15,2.0,20.0,0.6,0.6,10:00,15:30,78,11.5,64.25,-78.6,
36744,NVDA,5,26,2.0,30.0,0.8,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36745,"SPY,QQQ,NVDA",12,20,5.0,20.0,0.7,0.3,10:30,15:30,78,3.8,64.21,-78.6,
36746,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.7,0.6,10:30,15:00,78,14.1,64.3,-78.6,
36747,NVDA,9,26,1.0,30.0,0.8,0.6,10:30,15:30,78,9.0,64.2,-78.6,
36748,NVDA,9,20,1.0,50.0,0.9,0.3,10:00,15:30,78,7.7,64.05,-78.6,
36749,NVDA,5,15,1.0,30.0,0.7,0.4,10:00,15:30,78,10.3,64.34,-78.6,
36750,"SPY,QQQ,NVDA",12,20,3.0,30.0,0.9,0.5,09:45,15:00,78,10.3,64.23,-78.6,
36751,"QQQ,NVDA",9,15,2.0,30.0,0.9,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36752,"SPY,QQQ,NVDA",12,26,5.0,50.0,0.9,0.3,09:45,15:00,78,3.8,64.25,-78.6,
36753,"SPY,QQQ,NVDA",12,20,5.0,20.0,0.8,0.3,10:30,15:30,78,3.8,64.21,-78.6,
36754,NVDA,9,26,1.0,30.0,0.9,0.3,09:45,15:00,78,10.3,64.28,-78.6,
36755,NVDA,5,15,2.0,30.0,0.8,0.5,10:00,15:30,78,9.0,64.33,-78.6,
36756,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.9,0.5,09:45,14:30,78,9.0,64.26,-78.6,
36757,NVDA,5,26,2.0,50.0,0.6,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36758,NVDA,5,26,2.0,50.0,0.7,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36759,"SPY,QQQ,NVDA",12,20,5.0,20.0,0.6,0.3,10:30,15:30,78,3.8,64.21,-78.6,
36760,"QQQ,NVDA",12,20,2.0,50.0,0.7,0.5,10:30,15:30,78,7.7,64.1,-78.6,
36761,NVDA,5,15,2.0,20.0,0.7,0.5,09:45,14:30,78,10.3,64.11,-78.6,
36762,NVDA,12,15,2.0,30.0,0.8,0.5,09:45,15:30,78,6.4,64.34,-78.6,
36763,"SPY,QQQ,NVDA",9,15,5.0,20.0,0.6,0.6,10:30,14:30,78,12.8,64.33,-78.6,
36764,NVDA,5,20,2.0,20.0,0.7,0.6,09:45,14:30,78,15.4,64.12,-78.6,
36765,NVDA,5,26,2.0,30.0,0.6,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36766,"QQQ,NVDA",9,15,2.0,30.0,0.6,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36767,NVDA,9,26,1.0,30.0,0.7,0.6,10:30,15:30,78,9.0,64.2,-78.6,
36768,"SPY,QQQ,NVDA",12,30,3.0,50.0,0.6,0.3,10:00,15:00,78,6.4,64.06,-78.6,
36769,"SPY,QQQ,NVDA",5,26,5.0,50.0,0.8,0.4,09:45,15:30,78,3.8,64.29,-78.6,
36770,"SPY,QQQ,NVDA",12,26,5.0,50.0,0.8,0.3,09:45,15:00,78,3.8,64.25,-78.6,
36771,"QQQ,NVDA",9,15,2.0,50.0,0.7,0.3,10:30,15:00,78,9.0,64.16,-78.6,
36772,"SPY,QQQ,NVDA",12,26,5.0,50.0,0.6,0.4,09:45,14:30,78,9.0,64.06,-78.6,
36773,"QQQ,NVDA",12,15,2.0,20.0,0.9,0.6,09:45,15:30,78,11.5,64.32,-78.6,
36774,"SPY,QQQ,NVDA",12,26,5.0,50.0,0.7,0.3,09:45,15:00,78,3.8,64.25,-78.6,
36775,"SPY,QQQ,NVDA",9,15,5.0,20.0,0.9,0.6,10:30,14:30,78,12.8,64.33,-78.6,
36776,NVDA,5,26,2.0,50.0,0.9,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36777,"SPY,QQQ,NVDA",12,20,5.0,20.0,0.9,0.3,10:30,15:30,78,3.8,64.21,-78.6,
36778,NVDA,12,15,2.0,30.0,0.8,0.4,09:45,15:30,78,6.4,64.34,-78.6,
36779,"SPY,QQQ,NVDA",9,15,5.0,20.0,0.8,0.6,10:30,14:30,78,12.8,64.33,-78.6,
36780,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.7,0.5,09:45,14:30,78,9.0,64.26,-78.6,
36781,"SPY,QQQ,NVDA",9,26,5.0,20.0,0.8,0.5,09:45,14:30,78,9.0,64.26,-78.6,
36782,"SPY,QQQ,NVDA",5,26,5.0,50.0,0.9,0.4,09:45,15:30,78,3.8,64.29,-78.6,
36783,NVDA,5,26,2.0,30.0,0.9,0.5,10:30,14:30,78,15.4,64.16,-78.6,
36784,NVDA,5,20,2.0,50.0,0.7,0.6,09:45,14:30,78,17.9,64.24,-78.6,
36785,"SPY,QQQ,NVDA",12,30,5.0,30.0,0.9,0.6,09:45,15:00,78,5.1,64.15,-78.6,
36786,NVDA,9,20,1.0,20.0,0.7,0.5,09:45,15:00,78,12.8,63.84,-78.7,
36787,"QQQ,NVDA",5,20,5.0,30.0,0.7,0.3,09:45,15:30,78,5.1,63.89,-78.7,
36788,"QQQ,NVDA",5,20,2.0,50.0,0.6,0.3,10:30,15:30,78,5.1,63.88,-78.7,
36789,NVDA,12,15,2.0,50.0,0.9,0.5,10:00,15:00,78,12.8,63.89,-78.7,
36790,"QQQ,NVDA",12,20,1.0,50.0,0.7,0.6,10:00,15:30,78,17.9,63.77,-78.7,
36791,NVDA,5,20,2.0,30.0,0.8,0.4,09:45,15:30,78,3.8,63.75,-78.7,
36792,NVDA,5,15,3.0,30.0,0.9,0.4,10:00,15:00,78,7.7,63.83,-78.7,
36793,"SPY,QQQ,NVDA",9,30,1.0,20.0,0.7,0.5,09:45,15:30,78,11.5,63.98,-78.7,
36794,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.8,0.4,09:45,14:30,78,9.0,63.8,-78.7,
36795,"QQQ,NVDA",9,30,2.0,20.0,0.6,0.3,09:45,14:30,78,7.7,63.88,-78.7,
36796,"QQQ,NVDA",9,15,5.0,30.0,0.6,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36797,"QQQ,NVDA",5,20,5.0,30.0,0.9,0.5,10:00,15:30,78,3.8,63.99,-78.7,
36798,"QQQ,NVDA",9,30,1.0,50.0,0.7,0.4,09:45,15:00,78,12.8,63.89,-78.7,
36799,NVDA,9,20,1.0,30.0,0.9,0.3,09:45,15:30,78,7.7,64.0,-78.7,
36800,"QQQ,NVDA",9,15,5.0,30.0,0.9,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36801,"QQQ,NVDA",9,15,5.0,50.0,0.7,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36802,"SPY,QQQ,NVDA",9,20,2.0,20.0,0.8,0.6,10:30,15:00,78,14.1,64.01,-78.7,
36803,"QQQ,NVDA",9,15,5.0,20.0,0.8,0.4,10:30,14:30,78,12.8,63.91,-78.7,
36804,NVDA,12,26,2.0,50.0,0.7,0.4,09:45,14:30,78,14.1,63.95,-78.7,
36805,NVDA,12,15,2.0,30.0,0.7,0.5,09:45,15:30,78,6.4,64.03,-78.7,
36806,"QQQ,NVDA",9,15,5.0,30.0,0.7,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36807,NVDA,5,26,2.0,50.0,0.8,0.6,10:00,15:30,78,10.3,63.79,-78.7,
36808,"QQQ,NVDA",5,20,5.0,30.0,0.9,0.3,09:45,15:30,78,5.1,63.89,-78.7,
36809,NVDA,9,30,2.0,50.0,0.7,0.6,09:45,14:30,78,17.9,64.03,-78.7,
36810,NVDA,5,15,2.0,50.0,0.8,0.5,10:00,14:30,78,11.5,63.92,-78.7,
36811,"QQQ,NVDA",5,20,5.0,50.0,0.9,0.3,10:30,15:30,78,5.1,63.92,-78.7,
36812,"QQQ,NVDA",9,30,2.0,20.0,0.7,0.3,09:45,14:30,78,7.7,63.88,-78.7,
36813,"QQQ,NVDA",9,15,5.0,50.0,0.8,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36814,"SPY,QQQ,NVDA",9,20,2.0,20.0,0.7,0.6,10:30,15:00,78,14.1,64.01,-78.7,
36815,NVDA,9,15,5.0,20.0,0.9,0.4,10:30,14:30,78,12.8,63.77,-78.7,
36816,"SPY,QQQ,NVDA",9,20,2.0,20.0,0.9,0.6,10:30,15:00,78,14.1,64.01,-78.7,
36817,NVDA,12,15,2.0,50.0,0.8,0.5,10:00,15:00,78,12.8,63.89,-78.7,
36818,"SPY,QQQ,NVDA",5,20,3.0,30.0,0.6,0.4,10:00,15:00,78,9.0,64.03,-78.7,
36819,"SPY,QQQ,NVDA",9,15,2.0,20.0,0.7,0.4,10:30,15:00,78,10.3,63.75,-78.7,
36820,"QQQ,NVDA",5,30,2.0,30.0,0.9,0.6,10:30,15:30,78,10.3,63.94,-78.7,
36821,NVDA,9,15,2.0,20.0,0.8,0.4,10:00,15:30,78,3.8,63.78,-78.7,
36822,NVDA,9,15,2.0,20.0,0.8,0.4,09:45,15:30,78,3.8,63.78,-78.7,
36823,"QQQ,NVDA",5,20,5.0,30.0,0.8,0.3,09:45,15:30,78,5.1,63.89,-78.7,
36824,"SPY,QQQ,NVDA",12,20,5.0,30.0,0.8,0.5,09:45,14:30,78,9.0,63.9,-78.7,
36825,"QQQ,NVDA",9,15,5.0,30.0,0.8,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36826,NVDA,12,15,1.0,20.0,0.8,0.6,09:45,15:00,78,15.4,63.76,-78.7,
36827,"QQQ,NVDA",5,20,2.0,30.0,0.6,0.3,10:30,15:30,78,5.1,63.78,-78.7,
36828,"SPY,QQQ,NVDA",9,20,2.0,20.0,0.6,0.6,10:30,15:00,78,14.1,64.01,-78.7,
36829,NVDA,5,15,3.0,30.0,0.7,0.4,10:00,15:00,78,7.7,63.83,-78.7,
36830,NVDA,5,15,3.0,30.0,0.8,0.4,10:00,15:00,78,7.7,63.83,-78.7,
36831,"QQQ,NVDA",5,20,5.0,50.0,0.7,0.3,10:30,15:30,78,5.1,63.92,-78.7,
36832,"QQQ,NVDA",9,15,5.0,50.0,0.9,0.4,10:30,15:00,78,9.0,63.76,-78.7,
36833,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.9,0.4,09:45,14:30,78,9.0,63.8,-78.7,
36834,NVDA,9,15,5.0,20.0,0.6,0.4,10:30,14:30,78,12.8,63.77,-78.7,
36835,NVDA,9,15,1.0,30.0,0.7,0.3,09:45,15:00,78,9.0,63.98,-78.7,
36836,"QQQ,NVDA",5,20,5.0,50.0,0.6,0.3,10:30,15:30,78,5.1,63.92,-78.7,
36837,"SPY,QQQ,NVDA",9,15,2.0,20.0,0.6,0.4,10:30,15:00,78,10.3,63.75,-78.7,
36838,"QQQ,NVDA",9,15,5.0,20.0,0.6,0.4,10:30,14:30,78,12.8,63.91,-78.7,
36839,"QQQ,NVDA",5,20,2.0,20.0,0.6,0.4,10:30,15:30,78,5.1,63.98,-78.7,
36840,"QQQ,NVDA",9,15,5.0,20.0,0.9,0.4,10:30,14:30,78,12.8,63.91,-78.7,
36841,NVDA,5,20,2.0,20.0,0.6,0.6,09:45,14:30,78,15.4,63.77,-78.7,
36842,"SPY,QQQ,NVDA",9,15,2.0,20.0,0.8,0.4,10:30,15:00,78,10.3,63.75,-78.7,
36843,"QQQ,NVDA",5,20,5.0,50.0,0.8,0.3,10:30,15:30,78,5.1,63.92,-78.7,
36844,"QQQ,NVDA",9,30,2.0,20.0,0.9,0.3,09:45,14:30,78,7.7,63.88,-78.7,
36845,"SPY,QQQ,NVDA",12,20,5.0,50.0,0.8,0.6,09:45,15:00,78,12.8,63.9,-78.7,
36846,"QQQ,NVDA",12,26,2.0,20.0,0.7,0.6,10:30,15:30,78,9.0,63.82,-78.7,
